name,epochs,batch_size,lr,data_dir,accuracy,f1,precision,recall
bert_xml_tags,7,16,3e-05,/home/matus/NLPD_18/part1/outputs,0.6855400696864111,0.6379137412236711,0.6229187071498531,0.6536485097636177
